,model,gene_id,locus,alleles,markerID,annotation,n_cases,n_controls,heritability,trait_type,phenocode,pheno_sex,coding,n_cases_defined,n_cases_both_sexes,n_cases_females,n_cases_males,description,description_more,coding_description,category,AC,AF,BETA,SE,AF.Cases,AF.Controls,Pvalue,AC_calstat,AF_calstat
966,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,173,394668.0,0.0,1,131920,1,,214,223,97,117,Date M49 first reported (spondylopathies in diseases classified elsewhere),"Date of the first occurrence of any code mapped to 3-character ICD10 M49. The code corresponds to ""spondylopathies in diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0012,17.146,0.0,6.3344e-06,0.95343,5.0,6.331919204710948e-06
967,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3001,391840.0,0.019861,1,131922,1,,3685,3797,1911,1774,Date M50 first reported (cervical disk disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 M50. The code corresponds to ""cervical disk disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0078,5.3649,0.0,6.3802e-06,0.851,5.0,6.331919204710948e-06
968,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,18228,376613.0,0.02207,1,131924,1,,22368,22978,11959,10409,Date M51 first reported (other intervertebral disk disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 M51. The code corresponds to ""other intervertebral disk disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.024,2.0861,0.0,6.6381e-06,0.62352,5.0,6.331919204710948e-06
969,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4967,389874.0,0.01144,1,131926,1,,6077,6235,4163,1914,"Date M53 first reported (other dorsopathies, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 M53. The code corresponds to ""other dorsopathies, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0116,4.4273,0.0,6.4123e-06,0.81926,5.0,6.331919204710948e-06
970,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,55524,339317.0,0.0,1,131928,1,,69062,70979,39390,29672,Date M54 first reported (dorsalgia),"Date of the first occurrence of any code mapped to 3-character ICD10 M54. The code corresponds to ""dorsalgia"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.1515,1.3384,0.0,7.3677e-06,0.38962,5.0,6.331919204710948e-06
971,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,334,394507.0,0.15224,1,131930,1,,430,450,206,224,Date M60 first reported (myositis),"Date of the first occurrence of any code mapped to 3-character ICD10 M60. The code corresponds to ""myositis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0016,15.161,0.0,6.337e-06,0.94733,5.0,6.331919204710948e-06
972,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3437,391404.0,0.0,1,131934,1,,4238,4344,1948,2290,Date M62 first reported (other disorders of muscle),"Date of the first occurrence of any code mapped to 3-character ICD10 M62. The code corresponds to ""other disorders of muscle"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0083,5.0569,0.0,6.3873e-06,0.84197,5.0,6.331919204710948e-06
973,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,14252,380589.0,0.012757,1,131938,1,,17579,18009,10812,6767,Date M65 first reported (synovitis and tenosynovitis),"Date of the first occurrence of any code mapped to 3-character ICD10 M65. The code corresponds to ""synovitis and tenosynovitis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0409,2.3735,0.0,6.5688e-06,0.66099,5.0,6.331919204710948e-06
974,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1014,393827.0,0.0,1,131940,1,,1228,1253,579,649,Date M66 first reported (spontaneous rupture of synovium and tendon),"Date of the first occurrence of any code mapped to 3-character ICD10 M66. The code corresponds to ""spontaneous rupture of synovium and tendon"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.003,8.543,0.0,6.348e-06,0.90654,5.0,6.331919204710948e-06
975,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,9091,385750.0,0.010884,1,131942,1,,11071,11362,7029,4042,Date M67 first reported (other disorders of synovium and tendon),"Date of the first occurrence of any code mapped to 3-character ICD10 M67. The code corresponds to ""other disorders of synovium and tendon"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0218,3.2121,0.0,6.4809e-06,0.75041,5.0,6.331919204710948e-06
976,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,13293,381548.0,0.010502,1,131946,1,,15827,16193,7687,8140,"Date M70 first reported (soft tissue disorders related to use, overuse and pressure)","Date of the first occurrence of any code mapped to 3-character ICD10 M70. The code corresponds to ""soft tissue disorders related to use, overuse and pressure"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0366,2.4862,0.0,6.5523e-06,0.67673,5.0,6.331919204710948e-06
977,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2492,392349.0,0.0,1,131948,1,,3027,3088,1674,1353,Date M71 first reported (other bursopathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M71. The code corresponds to ""other bursopathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0062,5.7877,0.0,6.3719e-06,0.86198,5.0,6.331919204710948e-06
978,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,19073,375768.0,0.014092,1,131950,1,,23027,23580,10430,12597,Date M72 first reported (fibroblastic disorders),"Date of the first occurrence of any code mapped to 3-character ICD10 M72. The code corresponds to ""fibroblastic disorders"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0621,2.0075,0.0,6.653e-06,0.59678,5.0,6.331919204710948e-06
979,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,25617,369224.0,0.011227,1,131954,1,,31590,32489,17598,13992,Date M75 first reported (shoulder lesions),"Date of the first occurrence of any code mapped to 3-character ICD10 M75. The code corresponds to ""shoulder lesions"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,2.1293,1.7593,1.9518e-05,5.4168e-06,0.22617,5.0,6.331919204710948e-06
980,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,6387,388454.0,0.028852,1,131956,1,,7787,7957,3812,3975,"Date M76 first reported (enthesopathies of lower limb, excluding foot)","Date of the first occurrence of any code mapped to 3-character ICD10 M76. The code corresponds to ""enthesopathies of lower limb, excluding foot"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.9992,3.7676,0.0,6.4358e-06,0.79085,5.0,6.331919204710948e-06
981,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,26134,368707.0,0.0,1,131958,1,,31943,32675,17364,14579,Date M77 first reported (other enthesopathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M77. The code corresponds to ""other enthesopathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0671,1.8734,0.0,6.7805e-06,0.56896,5.0,6.331919204710948e-06
982,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,64586,330255.0,0.0,1,131960,1,,79912,82154,47380,32532,"Date M79 first reported (other soft tissue disorders, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 M79. The code corresponds to ""other soft tissue disorders, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,0.30866,1.1929,7.7416e-06,6.0559e-06,0.79583,5.0,6.331919204710948e-06
983,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1259,393582.0,0.068206,1,131962,1,,1524,1590,1078,446,Date M80 first reported (osteoporosis with pathological fracture),"Date of the first occurrence of any code mapped to 3-character ICD10 M80. The code corresponds to ""osteoporosis with pathological fracture"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0049,8.2512,0.0,6.3519e-06,0.90307,5.0,6.331919204710948e-06
984,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,14043,380798.0,0.039218,1,131964,1,,17282,17873,14677,2605,Date M81 first reported (osteoporosis without pathological fracture),"Date of the first occurrence of any code mapped to 3-character ICD10 M81. The code corresponds to ""osteoporosis without pathological fracture"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0478,2.7502,0.0,6.5652e-06,0.70321,5.0,6.331919204710948e-06
985,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2765,392076.0,0.02214,1,131970,1,,3331,3436,2136,1195,Date M84 first reported (disorders of continuity of bone),"Date of the first occurrence of any code mapped to 3-character ICD10 M84. The code corresponds to ""disorders of continuity of bone"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0063,6.4371,0.0,6.3763e-06,0.87578,5.0,6.331919204710948e-06
986,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,9939,384902.0,0.023032,1,131972,1,,12122,12486,10375,1747,Date M85 first reported (other disorders of bone density and structure),"Date of the first occurrence of any code mapped to 3-character ICD10 M85. The code corresponds to ""other disorders of bone density and structure"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0305,3.5511,0.0,6.4952e-06,0.77167,5.0,6.331919204710948e-06
987,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1770,393071.0,0.036771,1,131974,1,,2221,2289,1027,1194,Date M86 first reported (osteomyelitis),"Date of the first occurrence of any code mapped to 3-character ICD10 M86. The code corresponds to ""osteomyelitis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0059,6.3329,0.0,6.3602e-06,0.87379,5.0,6.331919204710948e-06
988,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,696,394145.0,0.040561,1,131976,1,,874,907,461,413,Date M87 first reported (osteonecrosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M87. The code corresponds to ""osteonecrosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0017,11.739,0.0,6.3428e-06,0.932,5.0,6.331919204710948e-06
989,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,339,394502.0,0.026355,1,131978,1,,479,502,339,140,Date M88 first reported (paget's disease of bone [osteitis deformans]),"Date of the first occurrence of any code mapped to 3-character ICD10 M88. The code corresponds to ""paget's disease of bone [osteitis deformans]"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0004,14.409,0.0,6.3371e-06,0.94465,5.0,6.331919204710948e-06
990,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,3930,390911.0,0.0,1,131980,1,,4819,4948,3523,1296,Date M89 first reported (other disorders of bone),"Date of the first occurrence of any code mapped to 3-character ICD10 M89. The code corresponds to ""other disorders of bone"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0111,4.7275,0.0,6.3953e-06,0.83065,5.0,6.331919204710948e-06
991,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,416,394425.0,0.064219,1,131982,1,,508,526,234,274,Date M90 first reported (osteopathies in diseases classified elsewhere),"Date of the first occurrence of any code mapped to 3-character ICD10 M90. The code corresponds to ""osteopathies in diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0018,12.889,0.0,6.3383e-06,0.93805,5.0,6.331919204710948e-06
992,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,554,394287.0,0.12245,1,131986,1,,658,671,261,397,Date M92 first reported (other juvenile osteochondrosis),"Date of the first occurrence of any code mapped to 3-character ICD10 M92. The code corresponds to ""other juvenile osteochondrosis"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99382,15.474,0.0,6.3406e-06,0.94879,5.0,6.331919204710948e-06
993,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,663,394178.0,0.046952,1,131988,1,,791,807,359,432,Date M93 first reported (other osteochondropathies),"Date of the first occurrence of any code mapped to 3-character ICD10 M93. The code corresponds to ""other osteochondropathies"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99887,11.955,0.0,6.3423e-06,0.93341,5.0,6.331919204710948e-06
994,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1928,392913.0,0.03331,1,131990,1,,2437,2521,1610,827,Date M94 first reported (other disorders of cartilage),"Date of the first occurrence of any code mapped to 3-character ICD10 M94. The code corresponds to ""other disorders of cartilage"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99904,6.8214,0.0,6.3627e-06,0.88356,5.0,6.331919204710948e-06
995,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1751,393090.0,0.056253,1,131992,1,,2144,2213,1239,905,Date M95 first reported (other acquired deformities of musculoskeletal system and connective tissue),"Date of the first occurrence of any code mapped to 3-character ICD10 M95. The code corresponds to ""other acquired deformities of musculoskeletal system and connective tissue"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-1.0051,6.9853,0.0,6.3599e-06,0.88559,5.0,6.331919204710948e-06
996,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,574,394267.0,0.088969,1,131994,1,,674,699,397,277,"Date M96 first reported (postprocedural musculoskeletal disorders, not elsewhere classified)","Date of the first occurrence of any code mapped to 3-character ICD10 M96. The code corresponds to ""postprocedural musculoskeletal disorders, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",,60.0,5,6.3319e-06,-0.99705,11.392,0.0,6.3409e-06,0.93026,5.0,6.331919204710948e-06
