model;pk;GeneName;GeneID;EntryName;ProteinName
drug.Protein;P01574;IFNB1;ENSG00000171855;P01574;Interferon beta (IFN-beta) (Fibroblast interferon)
drug.Protein;P28838;LAP3;ENSG00000002549;P28838;Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)
drug.Protein;P16118;PFKFB1;ENSG00000158571;P16118;"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (6PF-2-K/Fru-2,6-P2ase 1) (PFK/FBPase 1) (6PF-2-K/Fru-2,6-P2ase liver isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]"
drug.Protein;P09466;PAEP;ENSG00000122133;P09466;Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1)
drug.Protein;P62837;UBE2D2;ENSG00000131508;P62837;Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1)
drug.Protein;P08238;HSP90AB1;ENSG00000096384;P08238;Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)
drug.Protein;P04118;CLPS;ENSG00000137392;P04118;Colipase
drug.Protein;P30301;MIP;ENSG00000135517;P30301;Lens fiber major intrinsic protein (Aquaporin-0) (MIP26) (MP26)
drug.Protein;P20339;RAB5A;ENSG00000144566;P20339;Ras-related protein Rab-5A (EC 3.6.5.2)
drug.Protein;P22694;PRKACB;ENSG00000142875;P22694;cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)
drug.Protein;P50613;CDK7;ENSG00000134058;P50613;Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)
drug.Protein;P31949;S100A11;ENSG00000163191;P31949;Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]
drug.Protein;P53778;MAPK12;ENSG00000188130;P53778;Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3)
drug.Protein;O14965;AURKA;ENSG00000087586;O14965;Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)
drug.Protein;Q10588;BST1;ENSG00000109743;Q10588;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (EC 3.2.2.6) (ADP-ribosyl cyclase 2) (Bone marrow stromal antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPr hydrolase 2) (CD antigen CD157)
drug.Protein;Q8NFW8;CMAS;ENSG00000111726;Q8NFW8;N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase)
drug.Protein;Q96L21;RPL10L;ENSG00000165496;Q96L21;60S ribosomal protein L10-like (Large ribosomal subunit protein uL16-like)
drug.Protein;P40429;RPL13A;ENSG00000142541;P40429;60S ribosomal protein L13a (23 kDa highly basic protein) (Large ribosomal subunit protein uL13)
drug.Protein;P62829;RPL23;ENSG00000125691;P62829;60S ribosomal protein L23 (60S ribosomal protein L17) (Large ribosomal subunit protein uL14)
drug.Protein;P61313;RPL15;ENSG00000174748;P61313;60S ribosomal protein L15 (Large ribosomal subunit protein eL15)
drug.Protein;P84098;RPL19;ENSG00000108298;P84098;60S ribosomal protein L19 (Large ribosomal subunit protein eL19)
drug.Protein;P62750;RPL23A;ENSG00000198242;P62750;60S ribosomal protein L23a (Large ribosomal subunit protein uL23)
drug.Protein;Q9UHA3;RSL24D1;ENSG00000137876;Q9UHA3;Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)
drug.Protein;Q9UNX3;RPL26L1;ENSG00000037241;Q9UNX3;60S ribosomal protein L26-like 1 (Large ribosomal subunit protein uL24-like 1)
drug.Protein;P62917;RPL8;ENSG00000161016;P62917;60S ribosomal protein L8 (Large ribosomal subunit protein uL2)
drug.Protein;P61927;RPL37;ENSG00000145592;P61927;60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)
drug.Protein;P39023;RPL3;ENSG00000100316;P39023;60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B) (TARBP-B) (Large ribosomal subunit protein uL3)
drug.Protein;P62913;RPL11;ENSG00000142676;P62913;60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)
drug.Protein;P55769;SNU13;ENSG00000100138;P55769;NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (OTK27) (SNU13 homolog) (hSNU13) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]
drug.Protein;P15085;CPA1;ENSG00000091704;P15085;Carboxypeptidase A1 (EC 3.4.17.1)
drug.Protein;P62136;PPP1CA;ENSG00000172531;P62136;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)
drug.Protein;P30153;PPP2R1A;ENSG00000105568;P30153;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)
drug.Protein;Q13362;PPP2R5C;ENSG00000078304;Q13362;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-gamma) (PP2A B subunit isoform PR61-gamma) (PP2A B subunit isoform R5-gamma) (Renal carcinoma antigen NY-REN-29)
drug.Protein;P63151;PPP2R2A;ENSG00000221914;P63151;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)
drug.Protein;P05062;ALDOB;ENSG00000136872;P05062;Fructose-bisphosphate aldolase B (EC 4.1.2.13) (Liver-type aldolase)
drug.Protein;P31323;PRKAR2B;ENSG00000005249;P31323;cAMP-dependent protein kinase type II-beta regulatory subunit
drug.Protein;P0CG22;DHRS4L1;ENSG00000225766;P0CG22;Putative dehydrogenase/reductase SDR family member 4-like 1 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 4) (Protein SDR25C4)
drug.Protein;P0CG47;UBB;ENSG00000170315;P0CG47;Polyubiquitin-B [Cleaved into: Ubiquitin]
drug.Protein;O15379;HDAC3;ENSG00000171720;O15379;Histone deacetylase 3 (HD3) (EC 3.5.1.98) (Protein deacetylase HDAC3) (EC 3.5.1.-) (Protein deacylase HDAC3) (EC 3.5.1.-) (RPD3-2) (SMAP45)
drug.Protein;Q9UBN7;HDAC6;ENSG00000094631;Q9UBN7;Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)
drug.Protein;O60547;GMDS;ENSG00000112699;O60547;GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)
drug.Protein;P23276;KEL;ENSG00000197993;P23276;Kell blood group glycoprotein (EC 3.4.24.-) (CD antigen CD238)
drug.Protein;P30084;ECHS1;ENSG00000127884;P30084;Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)
drug.Protein;P04632;CAPNS1;ENSG00000126247;P04632;Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)
drug.Protein;Q08462;ADCY2;ENSG00000078295;Q08462;Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2)
drug.Protein;P63092;GNAS;ENSG00000087460;P63092;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)
drug.Protein;O95622;ADCY5;ENSG00000173175;O95622;Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)
drug.Protein;Q96T66;NMNAT3;ENSG00000163864;Q96T66;Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 (NMN/NaMN adenylyltransferase 3) (Nicotinamide-nucleotide adenylyltransferase 3) (NMN adenylyltransferase 3) (Nicotinate-nucleotide adenylyltransferase 3) (NaMN adenylyltransferase 3) (EC 2.7.7.18) (Pyridine nucleotide adenylyltransferase 3) (PNAT-3) (EC 2.7.7.1)
drug.Protein;P54317;PNLIPRP2;ENSG00000266200;P54317;Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3)
drug.Protein;P68133;ACTA1;ENSG00000143632;P68133;Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]
drug.Protein;P60953;CDC42;ENSG00000070831;P60953;Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein)
drug.Protein;P98170;XIAP;ENSG00000101966;P98170;E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)
drug.Protein;P35270;SPR;ENSG00000116096;P35270;Sepiapterin reductase (SPR) (EC 1.1.1.153)
drug.Protein;P22830;FECH;ENSG00000066926;P22830;Ferrochelatase, mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)
drug.Protein;P51161;FABP6;ENSG00000170231;P51161;Gastrotropin (GT) (Fatty acid-binding protein 6) (Ileal lipid-binding protein) (ILBP) (Intestinal 15 kDa protein) (I-15P) (Intestinal bile acid-binding protein) (I-BABP)
drug.Protein;P13073;COX4I1;ENSG00000131143;P13073;Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)
drug.Protein;P00395;MT-CO1;ENSG00000198804;P00395;Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)
drug.Protein;P00403;MT-CO2;ENSG00000198712;P00403;Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)
drug.Protein;P00414;MT-CO3;ENSG00000198938;P00414;Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)
drug.Protein;P20674;COX5A;ENSG00000178741;P20674;Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)
drug.Protein;P10606;COX5B;ENSG00000135940;P10606;Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)
drug.Protein;P09669;COX6C;ENSG00000164919;P09669;Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc)
drug.Protein;P24311;COX7B;ENSG00000131174;P24311;Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)
drug.Protein;P15954;COX7C;ENSG00000127184;P15954;Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)
drug.Protein;P10176;COX8A;ENSG00000176340;P10176;Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)
drug.Protein;Q02221;COX6A2;ENSG00000156885;Q02221;Cytochrome c oxidase subunit 6A2, mitochondrial (Cytochrome c oxidase polypeptide VIa-heart) (COXVIAH) (Cytochrome c oxidase subunit VIA-muscle) (COX VIa-M)
drug.Protein;P14854;COX6B1;ENSG00000126267;P14854;Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)
drug.Protein;P24310;COX7A1;ENSG00000161281;P24310;Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)
drug.Protein;Q7KZA3;;;;
drug.Protein;Q8TDU6;GPBAR1;ENSG00000179921;Q8TDU6;G-protein coupled bile acid receptor 1 (G-protein coupled receptor GPCR19) (hGPCR19) (Membrane-type receptor for bile acids) (M-BAR) (hBG37) (BG37)
drug.Protein;O43252;PAPSS1;ENSG00000138801;O43252;"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]"
drug.Protein;P16050;ALOX15;ENSG00000161905;P16050;Polyunsaturated fatty acid lipoxygenase ALOX15 (12/15-lipoxygenase) (Arachidonate 12-lipoxygenase, leukocyte-type) (12-LOX) (EC 1.13.11.31) (Arachidonate 15-lipoxygenase) (15-LOX) (15-LOX-1) (EC 1.13.11.33) (Arachidonate omega-6 lipoxygenase) (Hepoxilin A3 synthase Alox15) (EC 1.13.11.-) (Linoleate 13S-lipoxygenase) (EC 1.13.11.12)
drug.Protein;Q8TCG2;PI4K2B;ENSG00000038210;Q8TCG2;Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA)
drug.Protein;P08648;ITGA5;ENSG00000161638;P08648;"Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]"
drug.Protein;P37840;SNCA;ENSG00000145335;P37840;Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)
drug.Protein;Q96EB6;SIRT1;ENSG00000096717;Q96EB6;NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]
drug.Protein;Q86T13;CLEC14A;ENSG00000176435;Q86T13;C-type lectin domain family 14 member A (Epidermal growth factor receptor 5) (EGFR-5)
drug.Protein;Q92945;KHSRP;ENSG00000088247;Q92945;Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)
drug.Protein;P09104;ENO2;ENSG00000111674;P09104;Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)
drug.Protein;P11802;CDK4;ENSG00000135446;P11802;Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)
drug.Protein;P61769;B2M;ENSG00000166710;P61769;Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3]
drug.Protein;P01848;TRAC;ENSG00000277734;P01848;T cell receptor alpha chain constant
drug.Protein;P01850;TRBC1;ENSG00000211751;P01850;T cell receptor beta constant 1
drug.Protein;P04439;HLA-A;ENSG00000206503;P04439;HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)
drug.Protein;P62312;LSM6;ENSG00000164167;P62312;U6 snRNA-associated Sm-like protein LSm6
drug.Protein;Q7Z2Z2;EFL1;ENSG00000140598;Q7Z2Z2;Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)
drug.Protein;Q16762;TST;ENSG00000128311;Q16762;Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese)
drug.Protein;P29460;IL12B;ENSG00000113302;P29460;Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40) (NK cell stimulatory factor chain 2) (NKSF2)
drug.Protein;Q9Y3I0;RTCB;ENSG00000100220;Q9Y3I0;RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)
drug.Protein;P84077;ARF1;ENSG00000143761;P84077;ADP-ribosylation factor 1
drug.Protein;Q06124;PTPN11;ENSG00000179295;Q06124;Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)
drug.Protein;Q3KNW5;SLC10A6;ENSG00000145283;Q3KNW5;Sodium-dependent organic anion transporter (SOAT) (Solute carrier family 10 member 6) (SLC10A6)
drug.Protein;Q7Z4W1;DCXR;ENSG00000169738;Q7Z4W1;L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)
drug.Protein;P36871;PGM1;ENSG00000079739;P36871;Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)
drug.Protein;P14920;DAO;ENSG00000110887;P14920;D-amino-acid oxidase (DAAO) (DAMOX) (DAO) (EC 1.4.3.3)
drug.Protein;Q8NBQ5;HSD17B11;ENSG00000198189;Q8NBQ5;Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)
drug.Protein;P01859;IGHG2;ENSG00000211893;P01859;Immunoglobulin heavy constant gamma 2 (Ig gamma-2 chain C region) (Ig gamma-2 chain C region DOT) (Ig gamma-2 chain C region TIL) (Ig gamma-2 chain C region ZIE)
drug.Protein;O60911;CTSV;ENSG00000136943;O60911;Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V)
drug.Protein;P08048;ZFY;ENSG00000067646;P08048;Zinc finger Y-chromosomal protein
drug.Protein;P42126;ECI1;ENSG00000167969;P42126;Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)
drug.Protein;P11310;ACADM;ENSG00000117054;P11310;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7) (Medium chain acyl-CoA dehydrogenase) (MCADH)
drug.Protein;P17600;SYN1;ENSG00000008056;P17600;Synapsin-1 (Brain protein 4.1) (Synapsin I)
drug.Protein;O14874;BCKDK;ENSG00000103507;O14874;[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)
drug.Protein;P54278;PMS2;ENSG00000122512;P54278;Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)
drug.Protein;Q15075;EEA1;ENSG00000102189;Q15075;Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)
drug.Protein;Q05315;CLC;ENSG00000105205;Q05315;Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase)
drug.Protein;P00973;OAS1;ENSG00000089127;P00973;2'-5'-oligoadenylate synthase 1 ((2-5')oligo(A) synthase 1) (2-5A synthase 1) (EC 2.7.7.84) (E18/E16) (p46/p42 OAS)
drug.Protein;P11488;GNAT1;ENSG00000114349;P11488;Guanine nucleotide-binding protein G(t) subunit alpha-1 (Transducin alpha-1 chain)
drug.Protein;P41235;HNF4A;ENSG00000101076;P41235;Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1) (Transcription factor 14) (TCF-14) (Transcription factor HNF-4)
drug.Protein;P98155;VLDLR;ENSG00000147852;P98155;Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)
drug.Protein;Q9NZD2;GLTP;ENSG00000139433;Q9NZD2;Glycolipid transfer protein (GLTP)
drug.Protein;Q9UNK4;PLA2G2D;ENSG00000117215;Q9UNK4;Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)
drug.Protein;O94766;B3GAT3;ENSG00000149541;O94766;Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)
drug.Protein;P00746;CFD;ENSG00000197766;P00746;Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)
drug.Protein;P30419;NMT1;ENSG00000136448;P30419;Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (HsNMT1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1) (Protein-lysine myristoyltransferase NMT1) (EC 2.3.1.-)
drug.Protein;P78368;CSNK1G2;ENSG00000133275;P78368;Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)
drug.Protein;P11413;G6PD;ENSG00000160211;P11413;Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)
drug.Protein;P0CG04;IGLC1;ENSG00000211675;P0CG04;Immunoglobulin lambda constant 1 (Ig lambda chain C region MGC) (Ig lambda-1 chain C region)
drug.Protein;P01709;IGLV2-8;ENSG00000278196;P01709;Immunoglobulin lambda variable 2-8 (Ig lambda chain V-II region BO) (Ig lambda chain V-II region MGC)
drug.Protein;Q03403;TFF2;ENSG00000160181;Q03403;Trefoil factor 2 (Spasmolysin) (Spasmolytic polypeptide) (SP)
